Country,Code,Year,GDP,GDP_growth,CPI,CPI_growth,unemployment_rate,annual_tests_per_thousand,cumulative_tests,annual_vaccinations_per_million,avg_workplace_closure,covid_deaths_per_million
Aruba,ABW,2019,3395798882.68156,3.6510315686082415,4.25746204335427,17.413497470512294,NA,NA,NA,NA,NA,NA
Aruba,ABW,2020,2481857122.8401,-26.913895416555057,NA,NA,NA,NA,NA,NA,1.191,454.579182
Aruba,ABW,2021,2929446578.25104,18.03445699157507,NA,NA,NA,NA,7.443,1314129.86643,0.822,1224.580669
Aruba,ABW,2022,3279343543.60416,11.9441319719173,NA,NA,NA,NA,NA,97848.10424,0.907,918.435519
Aruba,ABW,2023,3648573136.15155,11.259253190093908,NA,NA,NA,NA,NA,7096.29997175,NA,111.325515
Africa Eastern and Southern,AFE,2019,1009746517725.42,-0.25137791943645976,4.64496717329564,-1.606454256303652,NA,NA,NA,NA,NA,NA
Africa Eastern and Southern,AFE,2020,933407232177.078,-7.560242517132498,5.40516207933395,16.365990924731236,NA,NA,NA,NA,NA,NA
Africa Eastern and Southern,AFE,2021,1085604883589.65,16.305600188846448,7.24097765588445,33.9641170718921,NA,NA,NA,NA,NA,NA
Africa Eastern and Southern,AFE,2022,1191638638185.25,9.767251068822558,10.7737512242899,48.78862684425641,NA,NA,NA,NA,NA,NA
Africa Eastern and Southern,AFE,2023,1133818271029.39,-4.85217290737693,7.12697482131851,-33.848715522125396,NA,NA,NA,NA,NA,NA
Africa Eastern and Southern,AFE,2024,1205973813871.44,6.363942501697408,4.42547050381206,-37.90534392552637,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,2019,18799444490.1128,4.133454816466057,2.30237251516839,267.7035285003156,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,2020,19955929052.1496,6.151695400600963,5.60188791482222,143.30936362018343,11.71,NA,NA,NA,1.549,53.944362176
Afghanistan,AFG,2021,14259995441.0759,-28.542562945522953,5.1332034082496,-8.366545594968299,5.679,NA,NA,115755.505042,1.468,127.332352756
Afghanistan,AFG,2022,14497243872.1337,1.663734270029333,13.7121023720065,167.12563834835964,NA,NA,24.811,191906.779132,1.441,12.149187146
Afghanistan,AFG,2023,17152234636.8715,18.31376217545163,-4.64470870797776,-133.87306032268268,NA,NA,NA,257612.024474,NA,3.05577935
Africa Western and Central,AFW,2019,833288902800.025,7.128518217295532,1.98309228487231,11.156769278756853,NA,NA,NA,NA,NA,NA
Africa Western and Central,AFW,2020,797295175501.973,-4.319477575797007,2.4903778393195,25.5805318954107,NA,NA,NA,NA,NA,NA
Africa Western and Central,AFW,2021,858114511231.434,7.628208171605879,3.74556782333006,50.40158823263311,NA,NA,NA,NA,NA,NA
Africa Western and Central,AFW,2022,893639944629.861,4.139940874260052,7.9309292543009,111.74170722263878,NA,NA,NA,NA,NA,NA
Africa Western and Central,AFW,2023,814728528754.188,-8.830336686478075,5.48928568141135,-30.78634917296053,NA,NA,NA,NA,NA,NA
Africa Western and Central,AFW,2024,670025655309.603,-17.76086982811956,3.6159657021514,-34.12684432882897,NA,NA,NA,NA,NA,NA
Angola,AGO,2019,70897962732.0277,-10.764822451151549,17.080954143438,-12.98075234935575,16.431,NA,NA,NA,NA,NA
Angola,AGO,2020,48501561203.5686,-31.589626366431062,22.271539247051,30.388144948021363,NA,NA,NA,NA,1.604,11.365221998
Angola,AGO,2021,66505129987.7235,37.11956550963611,25.7542948841891,15.637696157885708,15.766,NA,NA,322258.079914,1.844,37.940197743
Angola,AGO,2022,104399746853.401,56.979990675415024,21.3552901320822,-17.080664688698224,14.094,NA,46.91,346775.96918,2.181,4.854773797
Angola,AGO,2023,84875162197.0107,-18.701754788550293,13.6441017767715,-36.109031100102584,NA,NA,NA,111515.464115,NA,0.196435938
Angola,AGO,2024,80396942241.6233,-5.2762431781781185,28.2404948915773,106.97950919462896,NA,NA,NA,NA,NA,0
Albania,ALB,2019,15585111614.0376,1.3368651316569828,1.41109078954247,-30.421632176193743,11.466,NA,NA,NA,NA,NA
Albania,ALB,2020,15241455556.3737,-2.2050278892732944,1.62088661717011,14.867634965972943,11.639,86.708,86.708,NA,1.596,413.77642643
Albania,ALB,2021,18032009220.4405,18.308970909932818,2.04147163139547,25.947836805492013,11.474,411.895,498.603,819224.292681036,1.364,722.16364197
Albania,ALB,2022,19017244116.7203,5.4638109610268515,6.72520271530052,229.4291535515208,10.785,66.733,565.336,254550.72297,0.622,135.80354633000002
Albania,ALB,2023,23547180412.3404,23.820151162898,4.75976421930108,-29.22497029759218,10.669,NA,NA,18696.662972,NA,2.82924056
Albania,ALB,2024,27177735527.5667,15.41821590377602,2.21448953273292,-53.47480608906939,NA,NA,NA,NA,NA,1.41462028
Andorra,AND,2019,3155149347.80639,-1.9658885783484157,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,2020,2891001149.3611,-8.371971318217884,NA,NA,NA,1579.118,1579.118,NA,1.702,1053.661464
Andorra,AND,2021,3324647529.381,14.999868821073765,NA,NA,NA,1796.771,3375.889,1488999.91359,1.356,702.4409810000001
Andorra,AND,2022,3380612573.32922,1.6833376607185673,NA,NA,NA,423.83,3799.719,467648.256386,0.247,225.784601
Andorra,AND,2023,3785067331.7625,11.963948830580543,NA,NA,NA,NA,NA,8838.53677717,NA,12.543589
Andorra,AND,2024,4039844390.22543,6.731110337852152,NA,NA,NA,NA,NA,NA,NA,0
Arab World,ARB,2019,2949355029586.25,1.4455008173365087,1.09184802655853,-55.56532819257545,NA,NA,NA,NA,NA,NA
Arab World,ARB,2020,2596422612311.05,-11.966427023358776,1.61222220402458,47.65994578075602,NA,NA,NA,NA,NA,NA
Arab World,ARB,2021,3077906530882.01,18.544127457833063,2.96581008346286,83.95789836285144,NA,NA,NA,NA,NA,NA
Arab World,ARB,2022,3738584480489.16,21.465172609313303,5.0875420085391,71.53970973754731,NA,NA,NA,NA,NA,NA
Arab World,ARB,2023,3606002342262.32,-3.546319172905066,3.64216403030709,-28.41014336208015,NA,NA,NA,NA,NA,NA
Arab World,ARB,2024,3704768275595.84,2.738931480326123,2.07655387954205,-42.985712278121504,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2019,417989721742.682,-2.1214664469799764,-1.93108114782171,-162.92967093463199,2.331,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2020,349473015330.157,-16.391959622084794,-2.0794031794094,7.680776737683937,4.294,2230.648,2230.648,NA,1.115,64.92818727
United Arab Emirates,ARE,2021,415178792756.978,18.801387959739024,0.17993533617437,-108.65322021030455,3.105,9693.047,11923.695,2128709.9971,1.474,146.16164835
United Arab Emirates,ARE,2022,502731935194.01,21.08805747413997,5.29122604376852,2840.626425173625,2.872,6070.975,17994.67,234791.35451,1.115,18.16036519
United Arab Emirates,ARE,2023,514130432648.06,2.2673111963040853,1.62670837213252,-69.25649445560363,2.151,NA,NA,NA,NA,0.09763637
United Arab Emirates,ARE,2024,537078829135.466,4.463535910373735,1.66336510224892,2.2534297323585535,1.88,NA,NA,NA,NA,0
Argentina,ARG,2019,447754683615.225,-14.684124947775864,53.5483043492339,56.22124124588438,9.843,NA,NA,NA,NA,NA
Argentina,ARG,2020,385740508436.965,-13.85003383494508,42.0150947376509,-21.53795484608656,11.461,113.223,113.223,694.9450999999999,1.948,1063.052811333
Argentina,ARG,2021,486564085480.036,26.137668934904426,48.4093786255199,15.219015755637235,8.736,519.203,632.426,1702650.309049,1.54,1539.489686545
Argentina,ARG,2022,632790070063.124,30.052769809104156,72.430757531824,49.621332866356575,6.805,177.349,809.775,780060.75456,0,263.125994438
Argentina,ARG,2023,646075277525.125,2.0994652240158747,133.488935594175,84.29868766114143,6.139,NA,NA,87280.72393,NA,7.66386403
Argentina,ARG,2024,633266692533.689,-1.9825220739758032,219.883929014578,64.72071489359676,1.694,NA,NA,4717.558237,NA,5.813965718
Armenia,ARM,2019,13619290539.2116,9.322165459998471,1.44344660770699,-42.7256869484577,9.794,NA,NA,NA,NA,NA
Armenia,ARM,2020,12641698583.2152,-7.177994721397509,1.2114357783847,-16.073391844458623,8.055,213.501,213.501,NA,NA,979.90893672
Armenia,ARM,2021,13878908628.9378,9.786739001713611,7.18483629443367,493.0843733221882,8.418,708.735,922.236,567736.41405,NA,1787.30112139
Armenia,ARM,2022,19513506553.1251,40.598278112726035,8.64091108973852,20.26594254392294,8.262,189.3,1111.536,179536.5992335,NA,256.17172986
Armenia,ARM,2023,24085749592.3359,23.43117074710774,1.98041877615558,-77.08090321045637,8.298,NA,NA,32746.7099194,NA,22.56255088
Armenia,ARM,2024,25786585949.6346,7.061587810577875,0.269511978259078,-86.39116223780412,NA,NA,NA,NA,NA,3.12404553
American Samoa,ASM,2019,647000000,1.2519561815336464,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,2020,721000000,11.43740340030912,NA,NA,NA,NA,NA,NA,NA,0
American Samoa,ASM,2021,750000000,4.0221914008321775,NA,NA,NA,NA,NA,NA,NA,0
American Samoa,ASM,2022,871000000,16.133333333333333,NA,NA,NA,NA,NA,NA,NA,702.987734
Antigua and Barbuda,ATG,2019,1726448148.14815,3.907153827463841,1.43135598182988,18.572387415638502,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,2020,1411637037.03704,-18.234611415859064,0.625989707046714,-56.265966328904874,NA,62.047,62.047,NA,NA,53.8503
Antigua and Barbuda,ATG,2021,1602125925.92593,13.494183270277272,2.06299638545329,229.55755697423,NA,117.099,179.146,1332436.48623,NA,1227.786776
Antigua and Barbuda,ATG,2022,1866566666.66667,16.505615224215887,7.53107834634287,265.05533404936676,NA,NA,NA,160224.75488,NA,290.79161700000003
Antigua and Barbuda,ATG,2023,2005785185.18518,7.458534484981853,5.06713865364216,-32.716957378317694,5.37,NA,NA,NA,NA,0
Antigua and Barbuda,ATG,2024,2224814814.81481,10.91989467503263,6.19886698842119,22.334662856828793,NA,NA,NA,NA,NA,0
Australia,AUS,2019,1392723834562.64,-2.4572758295289683,1.6107678729038,-15.728414931727198,5.143,NA,NA,NA,NA,NA
Australia,AUS,2020,1328414058378.38,-4.617554075568424,0.846905537459283,-47.422248003212886,6.394,434.42,434.42,NA,1.615,35.11318057
Australia,AUS,2021,1556735770437.26,17.187541084712453,2.86391042204996,238.1617306035916,5.022,1685.821,2120.241,1617180.882004,2.151,58.1275804
Australia,AUS,2022,1690858246994.43,8.61562245206823,6.59409671341846,130.24800854973907,3.728,710.284,2830.525,810539.46207,0.384,628.48777042
Australia,AUS,2023,1728057316695.61,2.200011134422596,5.59701492537313,-15.12082444918268,3.668,NA,NA,230659.240424,NA,210.29742
Australia,AUS,2024,1752193307380.34,1.3967123920914153,3.16161428305747,-43.51249147603982,3.942,NA,NA,NA,NA,34.0445193
Austria,AUT,2019,442983642371.842,-2.120863477770479,1.53089564152644,-23.393159269567672,4.56,NA,NA,NA,NA,NA
Austria,AUT,2020,434397601557.696,-1.9382297658157868,1.38191063351859,-9.73188530730277,5.201,423.498,423.498,NA,1.481,814.0388487
Austria,AUT,2021,480467037338.783,10.60536145132656,2.7666666666667,100.20590330231956,6.459,13427.44,13850.938,1829288.56322,1.688,1027.94606117
Austria,AUT,2022,471773629830.381,-1.809366061104461,8.54686993188449,208.9230095861827,4.992,7421.195,21272.133,416078.31482,1.74,544.64152291
Austria,AUT,2023,511685203845.001,8.459899301486942,7.81413417002833,-8.573147452761107,5.264,NA,NA,13243.5313651,NA,99.28648558
Austria,AUT,2024,521642466921.745,1.945974400260411,2.93791574279385,-62.40254289384439,5.161,NA,NA,NA,NA,0
Azerbaijan,AZE,2019,48174235294.1176,2.2536819682363554,2.61057182799215,15.076828417710392,5,NA,NA,NA,NA,NA
Azerbaijan,AZE,2020,42693000000,-11.377939391571196,2.75980947008127,5.7166648505473985,7.24,NA,NA,NA,1.683,250.11396028
Azerbaijan,AZE,2021,54825411764.7059,28.417800961998225,6.65029912708779,140.96950166969145,6.04,NA,568.592,1095043.64956,2.384,560.54666976
Azerbaijan,AZE,2022,78807470588.2353,43.74259682070999,13.8522590144267,108.29527739593117,5.65,105.104,673.696,251478.963419,2.175,161.4327783
Azerbaijan,AZE,2023,72428470588.2353,-8.0944102791091,8.78543049849081,-36.57763337127139,NA,NA,NA,NA,NA,33.51041412
Azerbaijan,AZE,2024,74315882352.9412,2.605897583335776,2.21217188919901,-74.81999442623757,NA,NA,NA,NA,NA,0
Burundi,BDI,2019,2576518879.82353,-3.3992173352965076,-0.686772170797372,-75.60050307042866,NA,NA,NA,NA,NA,NA
Burundi,BDI,2020,2649680261.44299,2.8395437810442345,7.32110643415518,-1166.016758607889,1.03,NA,NA,NA,0,0.15013772
Burundi,BDI,2021,2775798697.46022,4.759760558753122,8.40453845076341,14.798746970180504,NA,NA,NA,592.351069,1.156,0.90082632
Burundi,BDI,2022,3338722827.65691,20.279717355287698,18.8008786664945,123.69912133350716,NA,NA,128.377,1802.2497267,0.373,0.07506886
Burundi,BDI,2023,2629391599.50157,-21.24558595518823,26.9414835762453,43.299066251931976,NA,NA,NA,785.126486556,NA,0
Burundi,BDI,2024,2162378759.3467,-17.76125093893954,20.2124925027847,-24.97631971311948,NA,NA,NA,NA,NA,0
Belgium,BEL,2019,536726344405.489,-1.089595470601534,1.4368195699643,-30.01928384188548,5.364,NA,NA,NA,NA,NA
Belgium,BEL,2020,529694473501.791,-1.3101408151461114,0.740791812220353,-48.442252061004496,5.545,599.998,599.998,42.6479913,1.831,1686.85051699
Belgium,BEL,2021,598522422241.851,12.9938959500636,2.44024851144083,229.410837321048,6.248,1756.419,2356.417,1852946.216276,1.748,745.5023727
Belgium,BEL,2022,593614574325.878,-0.8199939941414153,9.59751172872501,293.30058736756354,5.57,598.915,2955.332,680623.523612,0.181,429.65812369
Belgium,BEL,2023,644655275111.58,8.598289697261032,4.04901077613945,-57.811869465906405,5.547,NA,NA,168755.57339401,NA,87.61521153
Belgium,BEL,2024,664564181486.953,3.0883027168166923,3.14349136500037,-22.36396644027833,5.701,NA,NA,759.3072969,NA,0
Benin,BEN,2019,14391686313.4641,0.906426339247105,0.732849371241047,-20.27059206950712,1.214,NA,NA,NA,NA,NA
Benin,BEN,2020,15686741893.5187,8.998636795210123,3.02272119663757,312.46145732768105,NA,NA,NA,NA,0.91,3.19778898
Benin,BEN,2021,17687623534.6665,12.755240410849789,1.73353962694033,-42.649701571263215,NA,NA,NA,129257.104462,0.778,8.503211610000001
Benin,BEN,2022,17425405083.8797,-1.482496788066925,1.35077863583529,-22.079737039562637,1.685,NA,46.496,174836.6406002,0.405,0.14535404
Benin,BEN,2023,19673290995.8491,12.900049675453026,2.73870078406076,102.74978530195744,NA,NA,NA,NA,NA,0
Benin,BEN,2024,21482643720.2743,9.197000770267463,1.16093089640415,-57.610159417167125,NA,NA,NA,NA,NA,0
Burkina Faso,BFA,2019,16032813503.3707,0.8983429023804785,-3.23338933983324,-265.3110185549038,1.56,NA,NA,NA,NA,NA
Burkina Faso,BFA,2020,17725010532.5268,10.554585624041184,1.88470066518848,-158.28870164103662,NA,NA,NA,NA,0.295,3.776260867
Burkina Faso,BFA,2021,19697516284.3787,11.128375626249689,3.65326761825511,93.83808186271128,NA,NA,NA,49771.914529,0,10.351397528
Burkina Faso,BFA,2022,18820218690.5948,-4.4538488056976515,NA,NA,1.927,NA,14.695,189821.945417253,0,3.420848132
Burkina Faso,BFA,2023,20324617844.5265,7.993526423173333,NA,NA,5.348,NA,NA,109921.35702,NA,0.222132989
Burkina Faso,BFA,2024,23250214909.5391,14.394352146702108,4.19081721344524,14.714213448367005,3.441,NA,NA,NA,NA,0
Bangladesh,BGD,2019,351231654603.692,9.294450565587317,5.59199639930633,0.8726246075610703,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,2020,373979442362.193,6.4765767721500405,5.69107474746208,1.77178848269717,NA,19.063,19.063,NA,2.066,44.6261762818
Bangladesh,BGD,2021,416271647911.014,11.308697954542025,5.54565430773475,-2.555236860879039,NA,48.799,67.862,722278.28259148,2.014,121.1383135383
Bangladesh,BGD,2022,460131689083.083,10.536398861698348,7.69695437176898,38.79253816873734,4.593,13.746,81.608,1254553.7471,0.142,8.0762810596
Bangladesh,BGD,2023,437415333018.291,-4.93692492904792,9.88350303779208,28.40797230191412,3.352,NA,NA,158406.6711302153,NA,0.2184374311
Bangladesh,BGD,2024,450119424622.389,2.904354430475972,10.4657482763412,5.891081697681056,3.635,NA,NA,400.6966138739,NA,0.1298817146
Bulgaria,BGR,2019,68634004792.1,3.596023948328274,3.10372944796774,10.2746531540096,4.148,NA,NA,NA,NA,NA
Bulgaria,BGR,2020,70550652466.6251,2.7925627833183366,1.67244096855763,-46.1151174225991,5.037,166.943,166.943,639.66282,0.997,1043.53119369
Bulgaria,BGR,2021,84414122840.1687,19.650378683743412,3.29774435299508,97.18150984062336,5.166,910.539,1077.482,537891.935635,1.849,3428.8709434
Bulgaria,BGR,2022,90509236929.2237,7.22049093680165,15.3252589264367,364.7194350440774,4.148,386.416,1463.898,136224.901455,0.496,1099.9343346
Bulgaria,BGR,2023,102396840296.147,13.134132791572602,9.44284140088566,-38.38380515322732,4.319,NA,NA,17814.89018832,NA,87.02197547
Bulgaria,BGR,2024,112211952703.831,9.585366481326195,2.44651943006078,-74.0912790314225,4.165,NA,NA,325.26423578,NA,19.33821746
Bahrain,BHR,2019,40446808510.6383,2.2210631313198137,1.00582004702132,-51.82091300323807,NA,NA,NA,NA,NA,NA
Bahrain,BHR,2020,35837632978.7234,-11.395647027880084,-2.31770629331375,-330.42951869745565,NA,1609.628,1609.628,22600.09097,1.617,229.54625635
Bahrain,BHR,2021,40840212765.9574,13.959012834926918,-0.606319385140878,-73.83967990724182,NA,3861.451,5471.079,2052787.16034,1.499,679.50908595
Bahrain,BHR,2022,46458191489.3617,13.755997686885715,3.62574104304489,-697.9919382261629,NA,1341.824,6812.903,178680.383024,0.197,92.6010467
Bahrain,BHR,2023,46192260638.2979,-0.5724089606989958,0.0746206782191527,-97.94191925641532,NA,NA,NA,NA,NA,0
Bahrain,BHR,2024,47736702127.6596,3.3435070464622574,0.919635459817729,1132.41369787187,NA,NA,NA,NA,NA,0
"Bahamas, The",BHS,2019,13277000000,3.571205691462806,2.49123527368049,9.946398368508762,NA,NA,NA,NA,NA,NA
"Bahamas, The",BHS,2020,10363200000,-21.946222791293213,0.0385210980054084,-98.45373504412136,NA,NA,NA,NA,NA,NA
"Bahamas, The",BHS,2021,12037000000,16.151381812567546,2.90491262928485,7441.095087364844,NA,NA,NA,NA,NA,NA
"Bahamas, The",BHS,2022,13896800000,15.450693694442135,5.60540633583038,92.96299239162848,NA,NA,NA,NA,NA,NA
"Bahamas, The",BHS,2023,15271300000,9.890766219561336,3.05291578969747,-45.536226871138794,NA,NA,NA,NA,NA,NA
"Bahamas, The",BHS,2024,15832800000,3.676831703915187,0.409162489083242,-86.59764902576012,NA,NA,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2019,20482608755.379,-0.0070548220330029,0.562782154061217,-60.2865767188665,15.692,NA,NA,NA,NA,NA
Bosnia and Herzegovina,BIH,2020,20226036564.4129,-1.2526343398456183,-1.05129600763489,-286.8033661068319,15.868,157.257,157.257,NA,1.281,1263.72860285
Bosnia and Herzegovina,BIH,2021,23672712242.2149,17.04078634894947,1.98163900587619,-288.49486647764417,14.897,296.201,453.458,558099.49469,1.477,2926.2337751
Bosnia and Herzegovina,BIH,2022,24534663636.1778,3.641118031358502,14.0208440826771,607.5377523908662,12.657,4.912,458.37,39044.6198,0.381,875.5610975
Bosnia and Herzegovina,BIH,2023,27592361387.8597,12.46276613783751,6.10590112848281,-56.451258622676534,10.668,NA,NA,NA,NA,45.55663615
Bosnia and Herzegovina,BIH,2024,28343394203.4694,2.72188670281821,1.69212733599721,-72.28701709394255,10.706,NA,NA,NA,NA,7.48876205
Belarus,BLR,2019,64410170653.4569,7.294801250206648,5.59815595039853,14.897551799460157,4.165,NA,NA,NA,NA,NA
Belarus,BLR,2020,61371673344.7424,-4.7174185037676555,5.54814357456511,-0.8933723225388132,4.049,409.69,409.69,131.72092500000002,0,154.14401002
Belarus,BLR,2021,69673747131.87,13.527533688860736,9.46028389623105,70.51260063998241,3.9,741.078,1150.768,906417.427298,0.268,452.0758103
Belarus,BLR,2022,73775179924.603,5.886625826181429,15.209675274081,60.77398353912498,3.574,229.505,1380.273,1080949.00518,0.178,169.73283316
Belarus,BLR,2023,72478760370.4258,-1.757257055153399,5.00059903091313,-67.12224987843946,3.461,NA,NA,493602.81918,NA,0
Belarus,BLR,2024,75961865471.9129,4.805690775732901,5.78531910427999,15.692521406251744,3.039,NA,NA,NA,NA,0
Belize,BLZ,2019,2388300000,4.144772702496457,0.187069385181459,-30.7105830190812,9.053,NA,NA,NA,NA,NA
Belize,BLZ,2020,2042850000,-14.464263283507098,0.121434644614868,-35.08577338987066,NA,NA,NA,NA,1.73,598.3994583
Belize,BLZ,2021,2420550000,18.488875835230193,3.23563659237068,2564.508635597819,NA,NA,909.717,1060106.77395,2,886.4257602
Belize,BLZ,2022,2846700000,17.605502881576502,6.27689319447547,93.99252713595156,NA,522.422,1432.139,187660.2908664,0.4,225.9516601
Belize,BLZ,2023,3066850000,7.733516000983595,4.38984017487678,-30.063487797746124,NA,NA,NA,22846.4671958,NA,0
Belize,BLZ,2024,3515783328.91079,14.638255177487974,3.28955985952764,-25.06424542848019,NA,NA,NA,NA,NA,0
Bermuda,BMU,2019,7423465000,2.733028350353177,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,BMU,2020,6887364000,-7.221708460941083,NA,NA,NA,NA,NA,NA,1.194,154.3877
Bermuda,BMU,2021,7290037000,5.846547387360389,NA,NA,NA,NA,NA,1749837.68034,1.252,1482.12192
Bermuda,BMU,2022,7874381000,8.015652046759158,NA,NA,NA,NA,653.221,324955.295106,0.244,725.62219
Bermuda,BMU,2023,8579242000,8.951319475143507,NA,NA,NA,NA,NA,49045.19136,NA,185.26524
Bermuda,BMU,2024,8980200000,4.673583050810317,NA,NA,NA,NA,NA,NA,NA,0
Bolivia,BOL,2019,40895322850.9407,1.508340525247238,1.83954504969027,-19.03624230523217,NA,NA,NA,NA,NA,NA
Bolivia,BOL,2020,36629843806.0781,-10.430236876744642,0.940742153381827,-48.86006441972037,NA,34.267,34.267,NA,1.831,756.38667432
Bolivia,BOL,2021,40406111693.1983,10.30926560078204,0.737383721452307,-21.616808728988797,NA,220.389,254.656,798024.8842606,0.493,870.65199622
Bolivia,BOL,2022,44008282879.8842,8.914916669134149,1.74632872945968,136.82767582937893,NA,112.94,367.596,417916.10591,1,218.6773115
Bolivia,BOL,2023,45135398002.8944,2.56114315136207,2.57688800489189,47.56030530913773,NA,NA,NA,NA,NA,7.78328928
Bolivia,BOL,2024,49668296743.8495,10.042890816348669,5.09976568317427,97.90404835185004,NA,NA,NA,NA,NA,0.24840285
Brazil,BRA,2019,1873288205059.69,-2.276849138960233,3.73297621216898,1.8589007224513447,11.936,NA,NA,NA,NA,NA
Brazil,BRA,2020,1476107231310.49,-21.20234209965275,3.21176803803373,-13.962268830864344,13.697,136.45,136.45,NA,2.126,916.1917549106
Brazil,BRA,2021,1670647398904.9,13.179270683586916,8.30165975585677,158.47631764027116,13.158,171.961,308.411,1569311.8392817,2.34,2026.26252192
Brazil,BRA,2022,1951923942083.32,16.836379918515142,9.28010608956872,11.78615316077803,9.231,22.501,330.912,714985.14008258,0.285,356.2278472136
Brazil,BRA,2023,2191131765684.63,12.254976663998466,4.59356282283203,-50.5009664922321,7.947,NA,NA,169296.99955399998,NA,39.8561313192
Brazil,BRA,2024,2179412080828.59,-0.5348690133374029,4.36746407652335,-4.92207802590333,6.801,NA,NA,NA,NA,0.3851523
Barbados,BRB,2019,5788288000,2.813040094628762,4.10028964518462,11.608522615350337,8.41,NA,NA,NA,NA,NA
Barbados,BRB,2020,5168344450,-10.71030933498817,NA,NA,NA,NA,NA,NA,1.183,24.7942072
Barbados,BRB,2021,5275242050,2.0683141581246582,NA,NA,11.015,NA,NA,1066932.077299,1.995,896.1334985999999
Barbados,BRB,2022,6257303500,18.616424434969765,NA,NA,7.261,NA,2480.356,290985.8366933,0.923,1090.9451309
Barbados,BRB,2023,6720733200,7.406220586871005,9.79207077126447,138.81412335746276,6.54,NA,NA,10553.65844203,NA,88.5507408
Barbados,BRB,2024,7165000000,6.610391854269709,-0.462229168356189,-104.72044350121156,NA,NA,NA,NA,NA,0
Brunei Darussalam,BRN,2019,13469235348.2211,-0.7199359653431308,-0.390522069165538,-138.09778899658235,6.6,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,2020,12005799664.2691,-10.86502422830764,1.94031996607182,-596.8528334948825,7.409,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,2021,14006496614.3195,16.664420580036392,1.73341388450597,-10.663503194513414,4.905,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,2022,16681536442.5498,19.098564772403417,3.68225030604211,112.42764575475675,5.191,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,2023,15095084686.1651,-9.51022564287375,0.35706431153695,-90.303095067952,5.296,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,2024,15463134387.2013,2.4382089182548494,-0.388674165036466,-208.85270593508895,4.871,NA,NA,NA,NA,NA
Bhutan,BTN,2019,2735683570.46155,5.897330622319454,2.72643037388829,0.09054863339804,2.72,NA,NA,NA,NA,NA
Bhutan,BTN,2020,2457604333.90927,-10.164890397223989,5.62936522632511,106.47383040619552,5.03,362.32,362.32,NA,1.601,0
Bhutan,BTN,2021,2768802960.11204,12.662682186426316,7.3468144053353,30.508753828561822,4.803,1295.428,1657.748,1818207.490314,1.871,3.8416179
Bhutan,BTN,2022,2898227743.75576,4.6743948741835695,5.63916671396366,-23.243375933541152,5.947,543.795,2201.543,1091225.025294,0.71,23.0497072
Bhutan,BTN,2023,3019253885.46989,4.1758671993559195,4.22934419929255,-25.000546821574172,3.126,NA,NA,NA,NA,0
Botswana,BWA,2019,16725908148.5481,-1.7968298405100671,2.77286442863323,-14.36531566912545,20.094,NA,NA,NA,NA,NA
Botswana,BWA,2020,14960251610.8975,-10.55641656028028,1.8903591682421,-31.826484240562923,21.017,210.231,210.231,NA,1.071,17.6237091
Botswana,BWA,2021,18750182234.5317,25.333334774085625,7.24097765588445,283.04771799626025,23.106,572.832,783.063,518100.23184,0.981,987.3375647
Botswana,BWA,2022,20321150598.0672,8.378416507559537,11.665567478802,61.10486778428138,23.615,99.776,882.839,763100.9624985,0.008,136.8911381
Botswana,BWA,2023,19411266967.1044,-4.477520239672553,5.06761549343829,-56.55920294793313,23.381,NA,NA,20707.8585,NA,5.737951799999999
Botswana,BWA,2024,19400774882.4495,-0.05405151901048071,2.8183513167625,-44.38505998705326,24.433,NA,NA,NA,NA,0.4098537
Central African Republic,CAF,2019,2221301351.43918,0.0145073548904687,2.68537355266785,66.57023908650828,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2020,2326720900.38047,4.7458463424149375,1.71015659523154,-36.315877039433,NA,NA,NA,NA,0.792,12.35769566
Central African Republic,CAF,2021,2516498412.46384,8.15643647041368,4.25936417542868,149.06281607807966,NA,NA,NA,103019.8971538,0,7.4538482
Central African Republic,CAF,2022,2382618615.01694,-5.32008273018625,5.58316735183248,31.079830741886887,NA,NA,17.364,368812.6875964,0,2.3538467599999997
Central African Republic,CAF,2023,2555492085.94725,7.255608171645241,2.97913852618937,-46.640708786714555,NA,NA,NA,182261.52655,NA,0
Central African Republic,CAF,2024,2751544520.37918,7.671807536013514,1.47733600718747,-50.41063065042708,NA,NA,NA,NA,NA,0
Canada,CAN,2019,1743725183672.52,1.0662307788246823,1.94926902411596,-14.06194508045566,5.69,NA,NA,NA,NA,NA
